ACCE_ABSORB_COST	تكاليف الدمج: %d
TOOLTIP_POTION_PLUS_DEF_POINT	دفاع: %d
TOOLTIP_POTION_PLUS_DEX_POINT	مناورة: +%d
TOOLTIP_POTION_PLUS_EXP_BONUS	خبرة EXP +%d%%
TOOLTIP_POTION_PLUS_HIT_DEFEND_POINT	مقاومة الضرر: +%d%%
TOOLTIP_POTION_PLUS_HP_PERCENT	نقاط الحياة +%d%%
TOOLTIP_POTION_PLUS_HP_POINT	نقاط الحياة +%d
TOOLTIP_POTION_PLUS_MOVING_SPEED	سرعة التحرك +%d
TOOLTIP_POTION_PLUS_RESIST_DARK	مقاومة الظلام: +%d%%
TOOLTIP_POTION_PLUS_RESIST_EARTH	مقاومة الأرض: +%d%%
TOOLTIP_POTION_PLUS_RESIST_ICE	مقاومة الثلج: +%d%%
TOOLTIP_POTION_PLUS_RESIST_MAGIC	مقاومة السحر: +%d%%
TOOLTIP_POTION_PLUS_SP_PERCENT	نقاط الأسلوب +%d%%
TOOLTIP_POTION_PLUS_SP_POINT	نقاط الأسلوب +%d
TOOLTIP_POTION_PLUS_STR_POINT	قوة: +%d
TOOLTIP_POTION_SEC	ثانية
TOOLTIP_POTION_TIME	مدة:
TOOLTIP_PROTECTION_OF_ELEMENTAL	مُحصن ضد لعنة العناصر	SNA
TOOLTIP_PVP_TOURNAMENT_ENTER	المشاركة في بطولة المبارزة PvP
TOOLTIP_PVP_TOURNAMENT_EXPBONUS	خبرة EXP الخاصة ببطولة المبارزة PvP +%d%%	SA
TOOLTIP_REQUIREMENT_21_LEVEL	يجب أن تكون قد بلغت المستوى 21.
TOOLTIP_REQUIREMENT_41_LEVEL	يجب أن تكون قد بلغت المستوى 41
TOOLTIP_REQUIREMENT_LEVEL	يجب أن تكون قد بلغت المستوى %d
TOOLTIP_REQUIREMENT_SKILL_LEVEL	%s مستوى %d مطلوب
TOOLTIP_REQUIREMENT_STAT_LEVEL	%s %d مطلوبة
TOOLTIP_RESIST_BOW	مقاومة السهم %d%%	SA
TOOLTIP_RESIST_DARK	مقاومة ضد الظلام +%d%%	SA
TOOLTIP_RESIST_EARTH	مقاومة الأرض +%d%%	SA
TOOLTIP_RESIST_ELEC	مقاومة البرق %d%%	SA
TOOLTIP_RESIST_FIRE	مقاومة النار %d%%	SA
TOOLTIP_RESIST_ICE	مقاومة الثلج +%d%%	SA
TOOLTIP_RESIST_MAGIC	مقاومة السحر %d%%	SA
TOOLTIP_RESIST_MAGIC_REDUCTION	كسر السحر %d%%	SA
TOOLTIP_RESIST_PER_DARK	مقاومة ضد الظلام (+%d%% القيمة الإجمالية)	SA
TOOLTIP_RESIST_PER_EARTH	مقاومة الأرض (+%d%% القيمة الإجمالية)	SA
TOOLTIP_RESIST_PER_ELEC	مقاومة البرق (+%d%% القيمة الإجمالية)	SA
TOOLTIP_RESIST_PER_FIRE	مقاومة النار (+%d%% القيمة الإجمالية)	SA
TOOLTIP_RESIST_PER_HUMAN	مقاومة نصف البشر (+%d%% القيمة الإجمالية)	SA
TOOLTIP_RESIST_PER_ICE	مقاومة الجليد (+%d%% القيمة الإجمالية)	SA
TOOLTIP_RESIST_PER_MAGIC	مقاومة السحر (+%d%% القيمة الإجمالية)	SA
TOOLTIP_RESIST_PER_WIND	مقاومة الرياح (+%d%% القيمة الإجمالية)	SA
TOOLTIP_REST_USABLE_COUNT	متبقي: %d
TOOLTIP_ROLE_PROFICIENCY_LEADER_EFFECT	علاوة القائد: %d%%
TOOLTIP_ROLE_PROFICIENCY_SKILL_LEVEL	المستوى الحالي: %d
TOOLTIP_SCROLL_DOWN	حرك الفأرة للأسفل
TOOLTIP_SCROLL_UP	حرك الفأرة للأعلى
TOOLTIP_SEALED	رُبط بالروح
TOOLTIP_SEASON_PVE_BUFF	يزيد الضرر ضد البيئة المحيطة بـ 40% لمدة 10 دقائق.	SNA
TOOLTIP_SEASON_RANKING_BUFF	زيادة نقاط الترتيب بنسبة 20% لمدة 10 دقائق.	SNA
TOOLTIP_SECOND_ATTRIBUTE_BONUS	2. إضافة علاوة +%d%%	SA
TOOLTIP_SECRET_DUNGEON_SCROLL_INFO	%s : %d، %d
TOOLTIP_SECRET_DUNGEON_SCROLL_PLACE_INFO	يمكنك استخدام بند هنا:
TOOLTIP_SELLPRICE	سعر: %s
TOOLTIP_SET_ITEM	طقم العلاوة	SNA
TOOLTIP_SET_ITEM_1	مقدس 
TOOLTIP_SET_ITEM_2	مهيب 
TOOLTIP_SET_ITEM_3	فارسي 
TOOLTIP_SET_ITEM_4	ملكي 
TOOLTIP_SET_ITEM_5	عظيم 
TOOLTIP_SHAMAN	شامان
TOOLTIP_SHIELD	درع
TOOLTIP_SHOES	حذاء
TOOLTIP_SKILL	مهارة	SNA
TOOLTIP_SKILLBOOK_NAME	كتاب المهارات
TOOLTIP_SKILL_AFFECT_ATT_GRADE	قيمة الهجوم: +
TOOLTIP_SKILL_AFFECT_ATT_POWER	قيمة الهجوم:
TOOLTIP_SKILL_AFFECT_ATT_SPEED	سرعة الهجوم: +
TOOLTIP_SKILL_AFFECT_DEF_GRADE	دفاع:
TOOLTIP_SKILL_AFFECT_DODGE	قيمة هجوم العدو: -
TOOLTIP_SKILL_AFFECT_HEAL	استعادة نقاط الحياة:
TOOLTIP_SKILL_AFFECT_MOV_SPEED	سرعة التحرك: +
TOOLTIP_SKILL_AFFECT_REFLECT_MELEE	فرصة عكس هجوم عن قرب:
TOOLTIP_SKILL_AFFECT_RESIST_NORMAL	مقاومة ضد الأضرار الجسدية:
TOOLTIP_SKILL_COOL_TIME	مدة الشحن: 
TOOLTIP_SKILL_DAMAGE_AMSEOP	تقليص ضرر الكمين +%d%%	SA
TOOLTIP_SKILL_DAMAGE_BIPABU	تقليص ضرر تعويذة طائرة +%d%%	SA
TOOLTIP_SKILL_DAMAGE_BONUS	أضرار المهارة %d%%	SA
TOOLTIP_SKILL_DAMAGE_BONUS_BOSS_OR_MORE	ضرر المهارة ضد الزعيم +%d%%	SA
TOOLTIP_SKILL_DAMAGE_BYEURAK	ضرر استدعاء البرق +%d%%	SA
TOOLTIP_SKILL_DAMAGE_CHAIN	ضرر مخلب البرق +%d%%	SA
TOOLTIP_SKILL_DAMAGE_CHARYUN	ضرر دوامة الخنجر +%d%%	SA
TOOLTIP_SKILL_DAMAGE_CHAYEOL	ضرر تمزيق +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GEOMPUNG	ضرر ضربة السيف +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GIGONGCHAM	ضرر ضربة خارقة +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GIGUNG	ضرر سهم سام +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GONGDAB	ضرر قفزة الذئب +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GUNGSIN	ضرر هجوم برقي +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GYOKSAN	ضرر ضرب مبرح +%d%%	SA
TOOLTIP_SKILL_DAMAGE_HWAJO	ضرر سهم ناري+%d%%	SA
TOOLTIP_SKILL_DAMAGE_HWAYEOMPOK	ضرر ضربة نارية +%d%%	SA
TOOLTIP_SKILL_DAMAGE_KWANKYEOK	ضرر وابل من السهام +%d%%	SA
TOOLTIP_SKILL_DAMAGE_MAHWAN	ضرر حجر الشر +%d%%	SA
TOOLTIP_SKILL_DAMAGE_MARYUNG	ضرر ضربة شريرة +%d%%	SA
TOOLTIP_SKILL_DAMAGE_NOEJEON	ضرر رمية البرق +%d%%	SA
TOOLTIP_SKILL_DAMAGE_PABEOB	ضرر إبطال السحر +%d%%	SA
TOOLTIP_SKILL_DAMAGE_PAERYONG	ضرر زئير تنين +%d%%	SA
TOOLTIP_SKILL_DAMAGE_PALBANG	ضرر دوّامة السيف +%d%%	SA
TOOLTIP_SKILL_DAMAGE_PASWAE	ضرر مخلب الذئب +%d%%	SA
TOOLTIP_SKILL_DAMAGE_SALPOONG	ضرر نفس الذّئب +%d%%	SA
TOOLTIP_SKILL_DAMAGE_SAMYEON	ضرر جرح ثلاثي الأتجاهات +%d%%	SA
TOOLTIP_SKILL_DAMAGE_SANGONG	ضرر غيمة سامة +%d%%	SA
TOOLTIP_SKILL_DAMAGE_SWAERYUNG	ضرر ضربة الأصبع +%d%%	SA
TOOLTIP_SKILL_DAMAGE_TANHWAN	ضرر الطنين +%d%%	SA
TOOLTIP_SKILL_DAMAGE_YEONSA	ضرر الطلقة المتكررة +%d%%	SA
TOOLTIP_SKILL_DAMAGE_YONGBI	ضرر رماية التنين +%d%%	SA
TOOLTIP_SKILL_DAMAGE_YONGKWON	ضرر دوامة التنين +%d%%	SA
TOOLTIP_SKILL_DEFEND_BONUS	مقاومة ضد أضرار المهارة %d%%	SA
TOOLTIP_SKILL_DEFEND_BONUS_BOSS_OR_MORE	ضرر المهارة من الزعماء -%d%%	SA
TOOLTIP_SKILL_DURATION	المدة: %d ثانية
TOOLTIP_SKILL_DURATION_INCREASE_EUNHYUNG	مدة تمويه +%d ثانية.	SA
TOOLTIP_SKILL_DURATION_INCREASE_GEOMKYUNG	مدة هالة السيف +%d ثانية.	SA
TOOLTIP_SKILL_DURATION_INCREASE_GYEONGGONG	مدة المشي بخفة +%d ثانية.	SA
TOOLTIP_SKILL_DURATION_INCREASE_JEOKRANG	مدة روح الذئب الكرزي بخفة +%d ثانية.	SA
TOOLTIP_SKILL_FORGET_BOOK_NAME	كتاب النسيان
TOOLTIP_SKILL_LEVEL	المستوى الحالي: %d
TOOLTIP_SKILL_LEVEL_MASTER	المستوى الحالي: %d (الخبير)
TOOLTIP_SKILL_LEVEL_WITH_MAX	المستوى الحالي: %d (الحد الأقصى %d)
TOOLTIP_SKILL_NEXT_LEVEL	المستوى التالي: %d
TOOLTIP_SOCKET_EMPTY	فارغ
TOOLTIP_SOCKET_REFINABLE_ITEM	[شيء مع مقبس]
TOOLTIP_SP_REGEN	تجديد نقاط الأسلوب +%d%%	SA
TOOLTIP_STR	قوة +%d	SA
TOOLTIP_SUNGMA_ATTR_PRIMIUM	معزز إرادة سونغ ماهي	SNA
TOOLTIP_SUNGMA_HP	%d إرادة سونغ ماهي (حيوية)	SA
TOOLTIP_SUNGMA_IMMUNE	%d إرادة سونغ ماهي (ذكاء)	SA
TOOLTIP_SUNGMA_MOVE	%d إرادة سونغ ماهي (مقاومة)	SA
TOOLTIP_SUNGMA_PER_HP	%d%% إرادة سونغ ماهي (حيوية)	SA
TOOLTIP_SUNGMA_PER_IMMUNE	%d%% إرادة سونغ ماهي (ذكاء)	SA
TOOLTIP_SUNGMA_PER_MOVE	%d%% إرادة سونغ ماهي (مقاومة)	SA
TOOLTIP_SUNGMA_PER_STR	%d%% إرادة سونغ ماهي (قوة)	SA
TOOLTIP_SUNGMA_STR	%d إرادة سونغ ماهي (قوة)	SA
TOOLTIP_SURA	سورا
TOOLTIP_THIRD_ATTRIBUTE_BONUS	3. إضافة علاوة +%d%%	SA
TOOLTIP_TIME_CHARGER_FIX	مدة الشحن %d ثانية.	SA
TOOLTIP_TIME_CHARGER_PER	مدة الشحن %d%%	SA
TOOLTIP_UNIQUE	فريد من نوعه
TOOLTIP_UNSEAL_LEFT_TIME	فك الربط بالرّوح في: %dH %dM
TOOLTIP_USE_SKILL_AMSEOP_HP_ABSORB	ستستوعب %d%% من نقاط الحياة عند استخدام الكمين	SA
TOOLTIP_USE_SKILL_BIPABU_NEXT_COOLTIME_DECREASE_10PER	استراحة إجبارية تعويذة طائرة: -%d ثانية بفرصة 10%%	SA
TOOLTIP_USE_SKILL_BIPABU_NEXT_COOLTIME_DECREASE_20PER	استراحة إجبارية تعويذة طائرة: -%d ثانية بفرصة 20%%	SA
TOOLTIP_USE_SKILL_BYEURAK_HP_ABSORB	ستستوعب حتى %d%% من نقاط الحياة عند استخدام استدعاء البرق.	SA
TOOLTIP_USE_SKILL_CHAIN_HP_ABSORB	ستستوعب %d%% من نقاط الحياة عند استخدام مخلب البرق	SA
TOOLTIP_USE_SKILL_CHARYUN_STUN	دوامة الخنجر ستؤدي لإغماء الخصم بفرصة %d%%	SA
TOOLTIP_USE_SKILL_CHAYEOL_CRITICAL_PCT	زيادة فرص هجوم حَرج لمدة %d ثانية عند استخدام تمزيق	SA
TOOLTIP_USE_SKILL_CHAYEOL_HP_ABSORB	ستستوعب %d%% من نقاط الحياة عند استخدام تمزيق	SA
TOOLTIP_USE_SKILL_CHEONGRANG_CASTING_SPEED	زيادة سرعة السحر لمدة %d ثانية عند استخدام روح الذئب النّيلي	SA
TOOLTIP_USE_SKILL_CHEONGRANG_MOV_SPEED	زيادة سرعة التحرك لمدة %d ثانية عند استخدام روح الذئب النّيلي	SA
TOOLTIP_USE_SKILL_CHEONUN_NEXT_COOLTIME_DECREASE_PCT	تنخفض عند استخدام جناح الأثير بفرصة %d%%\nفترة الاستراحة الإجبارية لـجناح الأثير هي 5 ثوانٍ.	SA
TOOLTIP_USE_SKILL_CHUNKEON_CASTING_SPEED	زيادة سرعة السحر لمدة %d ثانية عند استخدام جسم قوي	SA
TOOLTIP_USE_SKILL_COOLTIME_DECREASE_ALL	هناك فرصة بقيمة %d%% لإعادة تعيين الاستراحة الإجبارية لمهاراتك	SA
TOOLTIP_USE_SKILL_FINISH_NEXT_COOLTIME_DECREASE_PCT	هناك فرصة بمقدار %d%% لتقليل فترة الاستراحة الإجبارية التالية للزلزال بمقدار 5 ثوانٍ. عند استخدام الزلزال.	SA
TOOLTIP_USE_SKILL_GEOMAGGWI_NEXT_COOLTIME_DECREASE_PCT	هناك فرصة بمقدار %d%% لتقليل فترة الاستراحة الإجبارية التالية لدفعة الجحيم بمقدار 5 ثوانٍ. عند استخدام دفعة الجحيم.	SA
TOOLTIP_USE_SKILL_GEOMPUNG_NEXT_COOLTIME_DECREASE_10PER	استراحة إجبارية ضربة سيف: -%d ثانية بفرصة 10%%	SA
TOOLTIP_USE_SKILL_GEOMPUNG_NEXT_COOLTIME_DECREASE_20PER	استراحة إجبارية ضربة سيف: -%d ثانية بفرصة 20%%	SA
TOOLTIP_USE_SKILL_GICHEON_ATT_GRADE_BONUS	احصل على علاوة في الهجوم لمدة %d ثانية عند استخدام مساعدة التنين	SA
TOOLTIP_USE_SKILL_GIGONGCHAM_STUN	ضربة خارقة ستؤدي لإغماء الخصم بفرصة %d%%	SA
TOOLTIP_USE_SKILL_GIGUNG_ATT_GRADE_BONUS	احصل على علاوة في الهجوم لمدة %d ثانية عند استخدام سهم سام	SA
TOOLTIP_USE_SKILL_GIHYEOL_ATT_GRADE_BONUS	احصل على علاوة في الهجوم لمدة %d ثانية عند استخدام العزيمة	SA
TOOLTIP_USE_SKILL_GONGDAB_KNOCKBACK	قفزة الذئب ستؤدي الى رمي الخصم بفرصة %d%%	SA
TOOLTIP_USE_SKILL_GONGDAB_STUN	قفزة الذئب ستؤدي لإغماء الخصم بفرصة %d%%	SA
TOOLTIP_USE_SKILL_GUNGSIN_NEXT_COOLTIME_DECREASE_10PER	استراحة إجبارية هجوم برقي: -%d ثانية بفرصة 10%%	SA
TOOLTIP_USE_SKILL_GUNGSIN_NEXT_COOLTIME_DECREASE_20PER	استراحة إجبارية هجوم برقي: -%d ثانية بفرصة 20%%	SA
TOOLTIP_USE_SKILL_GWIGEOM_DEF_BONUS	احصل على علاوة في دفاع لمدة %d ثانية عند استخدام شفرة مسحورة	SA
TOOLTIP_USE_SKILL_GYOKSAN_KNOCKBACK	ضرب مبرح ستؤدي الى رمي الخصم بفرصة %d%%	SA
TOOLTIP_USE_SKILL_HOSIN_DEF_BONUS	احصل على علاوة في دفاع لمدة %d ثانية عند استخدام بركة	SA
TOOLTIP_USE_SKILL_HWAYEOMPOK_KNOCKBACK	ضربة نارية ستؤدي الى رمي الخصم بفرصة %d%%	SA
TOOLTIP_USE_SKILL_ILGWANGPYO_NEXT_COOLTIME_DECREASE_PCT	هناك فرصة بمقدار %d%% لتقليل فترة الاستراحة الإجبارية التالية للضوء النجمي بمقدار 5 ثوانٍ. عند استخدام درع الضوء النجمي.	SA
TOOLTIP_USE_SKILL_ILIPUNGU_NEXT_COOLTIME_DECREASE_PCT	هناك فرصة بمقدار %d%% لتقليل فترة الاستراحة الإجبارية التالية لعاصفة المخلب بمقدار 5 ثوانٍ. عند استخدام عاصفة المخلب.	SA
TOOLTIP_USE_SKILL_JEOKRANG_DEF_BONUS	احصل على علاوة في دفاع لمدة %d ثانية عند استخدام روح الذئب الكرزي	SA
TOOLTIP_USE_SKILL_JEONGEOP_ATT_GRADE_BONUS	احصل على علاوة في الهجوم لمدة %d ثانية عند استخدام علاج	SA
TOOLTIP_USE_SKILL_JEUNGRYEOK_DEF_BONUS	احصل على علاوة في دفاع لمدة %d ثانية عند استخدام هجوم+	SA
TOOLTIP_USE_SKILL_KWANKYEOK_KNOCKBACK	وابل من السهام ستؤدي الى رمي الخصم بفرصة %d%%	SA
TOOLTIP_USE_SKILL_KWANKYEOK_NEXT_COOLTIME_DECREASE_10PER	استراحة إجبارية وابل من السهام: -%d ثانية بفرصة 10%%	SA
TOOLTIP_USE_SKILL_KWANKYEOK_NEXT_COOLTIME_DECREASE_20PER	استراحة إجبارية وابل من السهام: -%d ثانية بفرصة 20%%	SA
TOOLTIP_USE_SKILL_MABEOBAGGWI_NEXT_COOLTIME_DECREASE_PCT	هناك فرصة بمقدار %d%% لتقليل فترة الاستراحة الإجبارية التالية لموجة الموت بمقدار 5 ثوانٍ. عند استخدام موجة الموت.	SA
TOOLTIP_USE_SKILL_MAHWAN_STUN	حجر الشر ستؤدي لإغماء الخصم بفرصة %d%%	SA
TOOLTIP_USE_SKILL_MANASHILED_CASTING_SPEED	زيادة سرعة السحر لمدة %d ثانية عند استخدام حماية ظلامية	SA
TOOLTIP_USE_SKILL_MARYUNG_NEXT_COOLTIME_DECREASE_10PER	استراحة إجبارية ضربة شريرة: -%d ثانية بفرصة 10%%	SA
TOOLTIP_USE_SKILL_MARYUNG_NEXT_COOLTIME_DECREASE_20PER	استراحة إجبارية ضربة شريرة: -%d ثانية بفرصة 20%%	SA
TOOLTIP_USE_SKILL_METEO_NEXT_COOLTIME_DECREASE_PCT	هناك فرصة بمقدار %d%% لتقليل فترة الاستراحة الإجبارية التالية للنيزك بمقدار 5 ثوانٍ. عند استخدام نيزك.	SA
TOOLTIP_USE_SKILL_MUYEONG_ATT_GRADE_BONUS	احصل على علاوة في الهجوم لمدة %d ثانية عند استخدام شبح النار	SA
TOOLTIP_USE_SKILL_NOEGEOM_ATT_GRADE_BONUS	احصل على علاوة في الهجوم لمدة %d ثانية عند استخدام سيف دائري	SA
TOOLTIP_USE_SKILL_NOEJEON_NEXT_COOLTIME_DECREASE_10PER	استراحة إجبارية رمية البرق: -%d ثانية بفرصة 10%%	SA
TOOLTIP_USE_SKILL_NOEJEON_NEXT_COOLTIME_DECREASE_20PER	استراحة إجبارية رمية البرق: -%d ثانية بفرصة 20%%	SA
TOOLTIP_USE_SKILL_PABEOB_STUN	إبطال السحر ستؤدي لإغماء الخصم بفرصة %d%%	SA
TOOLTIP_USE_SKILL_PAERYONG_HP_ABSORB	ستستوعب %d%% من نقاط الحياة عند استخدام زئير تنين	SA
TOOLTIP_USE_SKILL_PALBANG_HP_ABSORB	ستستوعب %d%% من نقاط الحياة عند استخدام دوّامة السيف	SA
TOOLTIP_USE_SKILL_PASWAE_NEXT_COOLTIME_DECREASE_10PER	استراحة إجبارية مخلب ذئب: -%d ثانية بفرصة 10%%	SA
TOOLTIP_USE_SKILL_PASWAE_NEXT_COOLTIME_DECREASE_20PER	استراحة إجبارية مخلب ذئب: -%d ثانية بفرصة 20%%	SA
TOOLTIP_USE_SKILL_PASWAE_SP_ABSORB	ستستوعب %d%% من نقاط الأسلوب عند استخدام مخلب الذئب	SA
TOOLTIP_USE_SKILL_PUNGLOEPO_NEXT_COOLTIME_DECREASE_PCT	هناك فرصة بمقدار %d%% لتقليل فترة الاستراحة الإجبارية التالية لطلقة العاصفة بمقدار 5 ثوانٍ. عند استخدام طلقة العاصفة.	SA
TOOLTIP_USE_SKILL_SALPOONG_NEXT_COOLTIME_DECREASE_10PER	استراحة إجبارية نفس الذئب: -%d ثانية بفرصة 10%%	SA
TOOLTIP_USE_SKILL_SALPOONG_NEXT_COOLTIME_DECREASE_20PER	استراحة إجبارية نفس الذئب: -%d ثانية بفرصة 20%%	SA
TOOLTIP_USE_SKILL_SAMYEON_NEXT_COOLTIME_DECREASE_10PER	استراحة إجبارية جرح ثلاثي الاتجاهات: -%d ثانية بفرصة 10%%	SA
TOOLTIP_USE_SKILL_SAMYEON_NEXT_COOLTIME_DECREASE_20PER	استراحة إجبارية جرح ثلاثي الاتجاهات: -%d ثانية بفرصة 20%%	SA
TOOLTIP_USE_SKILL_SAMYEON_STUN	جرح ثلاثي الاتجاهات ستؤدي لإغماء الخصم بفرصة %d%%	SA
TOOLTIP_USE_SKILL_SANGONG_ATT_GRADE_BONUS	احصل على علاوة في الهجوم لمدة %d ثانية عند استخدام غيمة سامة	SA
TOOLTIP_USE_SKILL_SEOMJEON_KNOCKBACK	سُم زاحف ستؤدي الى رمي الخصم بفرصة %d%%	SA
TOOLTIP_USE_SKILL_SWAERYUNG_KNOCKBACK	ضربة الأصبع ستؤدي الى رمي الخصم بفرصة %d%%	SA
TOOLTIP_USE_SKILL_TERROR_ATT_GRADE_BONUS	احصل على علاوة في الهجوم لمدة %d ثانية عند استخدام خوف	SA
TOOLTIP_USE_SKILL_TUSOK_HP_ABSORB	ستستوعب %d%% من نقاط الحياة عند استخدام ضربة الشبح	SA
TOOLTIP_USE_SKILL_YEONSA_HP_ABSORB	ستستوعب %d%% من نقاط الحياة عند استخدام طلقة متكررة	SA
TOOLTIP_USE_SKILL_YONGBI_HP_ABSORB	ستستوعب %d%% من نقاط الحياة عند استخدام رماية التنين	SA
TOOLTIP_USE_SKILL_YONGKWON_NEXT_COOLTIME_DECREASE_10PER	استراحة إجبارية دوامة التنين: -%d ثانية بفرصة 10%%	SA
TOOLTIP_USE_SKILL_YONGKWON_NEXT_COOLTIME_DECREASE_20PER	استراحة إجبارية دوامة التنين: -%d ثانية بفرصة 20%%	SA
TOOLTIP_WARRIOR	محارب
TOOLTIP_WEAPON	سلاح
TOOLTIP_WOLFMAN	ليكانر
TOOLTIP_WRISTLET	سوار
TREASURE_HUNT_DUNGEON_CANNOT_GET_GOLD_IN_DUNGEON	لا يمكنك امتلاك المزيد من الدوبلون. أنفق بعضًا منها لترى المكافآت.
TREASURE_HUNT_DUNGEON_ESCORT_START_1	رافق عفريت الكنز بأمان إلى وجهته.
TREASURE_HUNT_DUNGEON_ESCORT_START_2	تفشل المهمة إذا مت أنت أو عفريت الكنز.
TREASURE_HUNT_DUNGEON_FIND_TREASURE_BOX	لقد نجحت في حماية عفريت الكنز!
TREASURE_HUNT_DUNGEON_GET_GOLD_IN_DUNGEON_WHEN_MOB_KILL	تحصل على 1 دوبلون.
TREASURE_HUNT_DUNGEON_GIVEUP_1	لقد فشلت المرافقة.
TREASURE_HUNT_DUNGEON_GIVEUP_2	سيتم نقلك للخارج قريبًا.
TREASURE_HUNT_DUNGEON_GIVE_REWARD_GOLD	لقد تلقيت 100 ضعف.
TREASURE_HUNT_DUNGEON_GIVE_UP_BUTTON	خروج
TREASURE_HUNT_DUNGEON_GIVE_UP_POPUP	هل تريد إلغاء البحث عن الكنز الخاص بك؟
TREASURE_HUNT_DUNGEON_GOBLIN_BUFF_TOOLTIP_TITLE	\nبركة العفريت
TREASURE_HUNT_DUNGEON_GOBLIN_IMMUNE_POISON_BUFF_TOOLTIP	مناعة سم العفريت
TREASURE_HUNT_DUNGEON_GOBLIN_INCREASE_DEF_BUFF_TOOLTIP	دفاع العفريت
TREASURE_HUNT_DUNGEON_GOBLIN_INCREASE_HP_BUFF_TOOLTIP	قوة حياة العفريت
TREASURE_HUNT_DUNGEON_GOBLIN_INCREASE_SPEED_BUFF_TOOLTIP	سرعة العفريت
TREASURE_HUNT_DUNGEON_OVER_TIME	انتهى الوقت وسيتم نقلك إلى الخارج.
TREASURE_HUNT_DUNGEON_REMAINING_TIME	الوقت المتبقي: %s
TREASURE_HUNT_DUNGEON_REPLAY_ESCORT	صندوق الكنز هذا خاطئ مرافقة عفريت الكنز مرة أخرى!
TREASURE_HUNT_EVENT_ACCUMULATE_COUNT_RANKING_BUTTON	ترتيب الجولة
TREASURE_HUNT_EVENT_ACCUMULATE_COUNT_TOOLTIP	يجب عليك جمع 9 مكافآت لإكمال جولة واحدة.
TREASURE_HUNT_EVENT_BUFF_TITLE	بركة الصقل
TREASURE_HUNT_EVENT_CANNOT_ENTER_DUNGEON_LEVEL	يجب أن تكون في المستوى 70 على الأقل للدخول.
TREASURE_HUNT_EVENT_CANNOT_ENTER_DUNGEON_MAX_GOLD	لقد تلقيت %s دوبلونز استبدلها للمشاركة مرة أخرى.
TREASURE_HUNT_EVENT_CANNOT_ENTER_DUNGEON_PARTY	لا يمكنك الدخول أثناء وجودك في مجموعة.
TREASURE_HUNT_EVENT_CANNOT_ENTER_DUNGEON_TIME_OVER	لم يعد بإمكانك الدخول لأن الاحتفالية قد انتهت.
TREASURE_HUNT_EVENT_CANNOT_INCREASE_ACCUMULATED_COUNT	لا يمكنك تحقيق أي جولات أخرى.
TREASURE_HUNT_EVENT_CANNOT_RESET_REWARD_LIST	يمكنك إعادة تعيين المكافآت بعد حصولك على واحدة على الأقل.
TREASURE_HUNT_EVENT_CANNOT_REWARD_RESET	يجب عليك قبول مكافآت الجولة قبل أن تتمكن من إعادة تعيين المكافآت.
TREASURE_HUNT_EVENT_CANNOT_SHOW_ANCIENT_REWARD_TOOLTIP	عتيق: يتم فتح هذه المكافآت بعد 5 جولات.
TREASURE_HUNT_EVENT_CANNOT_SHOW_LEGENDARY_REWARD_TOOLTIP	أسطوري: يتم فتح هذه المكافآت بعد 10 جولات.
TREASURE_HUNT_EVENT_CANNOT_SHOW_REAR_REWARD_TOOLTIP	نادر: يتم فتح هذه المكافآت بعد 3 جولات.
TREASURE_HUNT_EVENT_CANNOT_USE_DUNGEON_TICKET_PLACE	لا يمكنك استعماله في هذا المكان.
TREASURE_HUNT_EVENT_CANNOT_USE_MASTER_KEY_BOX	لا يمكنك استخدام تذكرة معركة الرابطة.
TREASURE_HUNT_EVENT_CAN_TREASURE_HUNT	لقد تم تحديد المكافآت. يمكنك الحصول عليها من قائمة البحث عن الكنز.
TREASURE_HUNT_EVENT_ENTER_DUNGEON_POPUP	هل تريد الدخول إلى جزيرة الكنز؟
TREASURE_HUNT_EVENT_GET_ACCUMULATED_REWARD_BUTTON_TOOLTIP	يجب عليك جمع مكافآت الجولة قبل أن تتمكن من عرض المكافآت الجديدة.
TREASURE_HUNT_EVENT_GOLD_COUNT	%d
TREASURE_HUNT_EVENT_GOLD_ICON_TOOLTIP_1	يمكن الحصول عليها في جزيرة الكنز عن طريق حماية عفريت الكنز.
